CustomerId,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited,Complain,Satisfaction_Score,Card_Type,Point_Earned,County
15577657,732.0,France,Male,41,8,0.0,2,True,True,170886.17,False,False,3,PLATINUM,568.0,Lyon
15597945,636.0,Spain,Female,32,8,0.0,2,True,False,138555.46,False,False,2,DIAMOND,336.0,Bilbao
15699309,510.0,Spain,Female,38,4,0.0,1,True,False,118913.53,True,True,2,DIAMOND,887.0,Seville
15725737,669.0,France,Male,46,3,0.0,2,False,True,8487.75,False,False,2,SILVER,665.0,Lyon
15625047,846.0,France,Female,38,5,0.0,1,True,True,187616.16,False,False,3,PLATINUM,225.0,Toulouse
15738191,577.0,France,Male,25,3,0.0,2,False,True,124508.29,False,False,3,PLATINUM,659.0,Nice
15736816,756.0,Germany,Male,36,2,136815.64,1,True,True,170041.95,False,False,5,DIAMOND,236.0,Munich
15700772,571.0,France,Male,44,9,0.0,2,False,False,38433.35,False,False,4,PLATINUM,448.0,Paris
15728693,574.0,Germany,Female,43,3,141349.43,1,True,True,100187.43,False,False,5,DIAMOND,499.0,Hamburg
15656300,411.0,France,Male,29,0,59697.17,2,True,True,53483.21,False,False,2,GOLD,343.0,Toulouse
15589475,591.0,Spain,Female,39,3,0.0,3,True,False,140469.38,True,True,3,DIAMOND,298.0,Valencia
15706552,533.0,France,Male,36,7,85311.7,1,False,True,156731.91,False,False,5,SILVER,628.0,Marseille
15750181,553.0,Germany,Male,41,9,110112.54,2,False,False,81898.81,False,False,3,GOLD,611.0,Hamburg
15659428,520.0,Spain,Female,42,6,0.0,2,True,True,34410.55,False,False,2,SILVER,922.0,Barcelona
15732963,722.0,Spain,Female,29,9,0.0,2,True,True,142033.07,False,False,5,PLATINUM,276.0,Valencia
15794171,475.0,France,Female,45,0,134264.04,1,True,False,27822.99,True,True,1,DIAMOND,877.0,Paris
15788448,490.0,Spain,Male,31,3,145260.23,1,False,True,114066.77,False,False,4,SILVER,471.0,Madrid
15729599,804.0,Spain,Male,33,7,76548.6,1,False,True,98453.45,False,False,2,GOLD,994.0,Seville
15717426,850.0,France,Male,36,7,0.0,1,True,True,40812.9,False,False,3,GOLD,944.0,Paris
15585768,582.0,Germany,Male,41,6,70349.48,2,False,True,178074.04,False,False,5,GOLD,419.0,Munich
15619360,472.0,Spain,Male,40,4,0.0,1,True,False,70154.22,False,False,4,DIAMOND,545.0,Valencia
15738148,465.0,France,Female,51,8,122522.32,1,False,False,181297.65,True,True,5,SILVER,828.0,Nice
15687946,556.0,France,Female,61,2,117419.35,1,True,True,94153.83,False,False,3,PLATINUM,789.0,Marseille
15755196,834.0,France,Female,49,2,131394.56,1,False,False,194365.76,True,True,2,GOLD,567.0,Paris
15684171,660.0,Spain,Female,61,5,155931.11,1,True,True,158338.39,False,False,1,PLATINUM,884.0,Seville
15754849,776.0,Germany,Female,32,4,109421.13,2,True,True,126517.46,False,False,1,SILVER,296.0,Frankfurt
15602280,829.0,Germany,Female,27,9,112045.67,1,True,True,119708.21,True,True,3,DIAMOND,779.0,Berlin
15771573,637.0,Germany,Female,39,9,137843.8,1,True,True,117622.8,True,True,1,SILVER,730.0,Cologne
15766205,550.0,Germany,Male,38,2,103391.38,1,False,True,90878.13,False,False,3,DIAMOND,960.0,Berlin
15771873,776.0,Germany,Female,37,2,103769.22,2,True,False,194099.12,False,False,1,SILVER,268.0,Frankfurt
15616550,698.0,Germany,Male,44,10,116363.37,2,True,False,198059.16,False,False,4,SILVER,829.0,Munich
15768193,585.0,Germany,Male,36,5,146050.97,2,False,False,86424.57,False,False,3,SILVER,665.0,Frankfurt
15683553,788.0,France,Female,33,5,0.0,2,False,False,116978.19,False,False,3,GOLD,982.0,Marseille
15702298,655.0,Germany,Male,41,8,125561.97,1,False,False,164040.94,True,True,3,SILVER,343.0,Frankfurt
15569590,601.0,Germany,Male,42,1,98495.72,1,True,False,40014.76,True,True,2,DIAMOND,225.0,Hamburg
15760861,619.0,France,Male,43,1,125211.92,1,True,True,113410.49,False,False,5,SILVER,657.0,Paris
15630053,656.0,France,Male,45,5,127864.4,1,True,False,87107.57,False,False,2,PLATINUM,221.0,Paris
15647091,725.0,Germany,Male,19,0,75888.2,1,False,False,45613.75,False,False,2,PLATINUM,406.0,Hamburg
15623944,511.0,Spain,Female,66,4,0.0,1,True,False,1643.11,True,True,5,SILVER,549.0,Valencia
15804771,614.0,France,Male,51,4,40685.92,1,True,True,46775.28,False,False,4,PLATINUM,954.0,Paris
15651280,742.0,Germany,Male,35,5,136857.0,1,False,False,84509.57,False,False,4,GOLD,823.0,Hamburg
15773469,687.0,Germany,Female,27,9,152328.88,2,False,False,126494.82,False,False,5,DIAMOND,769.0,Berlin
15702014,555.0,Spain,Male,33,1,56084.69,2,False,False,178798.13,False,False,5,PLATINUM,481.0,Seville
15751208,684.0,Spain,Male,56,8,78707.16,1,True,True,99398.36,False,False,4,SILVER,903.0,Valencia
15592461,603.0,Germany,Male,26,4,109166.37,1,True,True,92840.67,False,False,3,PLATINUM,882.0,Cologne
15789484,751.0,Germany,Female,36,6,169831.46,2,True,True,27758.36,False,True,5,GOLD,379.0,Munich
15696061,581.0,Germany,Female,34,1,101633.04,1,True,False,110431.51,False,True,3,PLATINUM,469.0,Hamburg
15641582,735.0,Germany,Male,43,10,123180.01,2,True,True,196673.28,False,True,3,PLATINUM,683.0,Munich
15638424,661.0,Germany,Female,35,5,150725.53,2,False,True,113656.85,False,True,1,GOLD,770.0,Munich
15755648,675.0,France,Female,21,8,98373.26,1,True,False,18203.0,False,False,5,SILVER,985.0,Lyon
15703793,738.0,Germany,Male,58,2,133745.44,4,True,False,28373.86,True,True,4,GOLD,725.0,Munich
15620344,813.0,France,Male,29,6,0.0,1,True,False,33953.87,False,False,3,PLATINUM,259.0,Paris
15812518,657.0,Spain,Female,37,0,163607.18,1,False,True,44203.55,False,False,2,GOLD,979.0,Bilbao
15779052,604.0,Germany,Female,25,5,157780.84,2,True,True,58426.81,False,False,2,SILVER,988.0,Hamburg
15770811,519.0,France,Male,36,9,0.0,2,False,True,145562.4,False,False,2,PLATINUM,833.0,Nice
15780961,735.0,France,Female,21,1,178718.19,2,True,False,22388.0,False,False,1,PLATINUM,527.0,Lyon
15614049,664.0,France,Male,55,8,0.0,2,True,True,139161.64,False,False,5,SILVER,220.0,Lyon
15662085,678.0,France,Female,32,9,0.0,1,True,True,148210.64,False,False,4,GOLD,983.0,Toulouse
15575185,757.0,Spain,Male,33,5,77253.22,1,False,True,194239.63,False,False,3,SILVER,582.0,Seville
15803136,416.0,Germany,Female,41,10,122189.66,2,True,False,98301.61,False,False,3,SILVER,281.0,Munich
15706021,665.0,France,Female,34,1,96645.54,2,False,False,171413.66,False,False,3,DIAMOND,798.0,Nice
15663706,777.0,France,Female,32,2,0.0,1,True,False,136458.19,True,True,5,SILVER,917.0,Lyon
15641732,543.0,France,Female,36,3,0.0,2,False,False,26019.59,False,False,2,DIAMOND,255.0,Marseille
15701164,506.0,France,Female,34,4,90307.62,1,True,True,159235.29,False,False,4,SILVER,511.0,Paris
15738751,493.0,France,Female,46,4,0.0,2,True,False,1907.66,False,False,1,SILVER,498.0,Lyon
15805254,652.0,Spain,Female,75,10,0.0,2,True,True,114675.75,False,False,5,DIAMOND,651.0,Madrid
15762418,750.0,Spain,Male,22,3,121681.82,1,True,False,128643.35,True,True,2,SILVER,852.0,Valencia
15625759,729.0,France,Male,30,9,0.0,2,True,False,151869.35,False,False,1,DIAMOND,807.0,Toulouse
15622897,646.0,France,Female,46,4,0.0,3,True,False,93251.42,True,True,3,PLATINUM,470.0,Marseille
15767954,635.0,Germany,Female,28,3,81623.67,2,True,True,156791.36,False,False,1,DIAMOND,659.0,Berlin
15757535,647.0,Spain,Female,44,5,0.0,3,True,True,174205.22,True,True,3,DIAMOND,752.0,Barcelona
15731511,808.0,France,Male,45,7,118626.55,2,True,False,147132.46,False,False,1,SILVER,559.0,Nice
15809248,524.0,France,Female,36,10,0.0,2,True,False,109614.57,False,False,2,GOLD,375.0,Marseille
15640635,769.0,France,Male,29,8,0.0,2,True,True,172290.61,False,False,2,DIAMOND,411.0,Lyon
15676966,730.0,Spain,Male,42,4,0.0,2,False,True,85982.47,False,False,4,DIAMOND,722.0,Seville
15699461,515.0,Spain,Male,35,10,176273.95,1,False,True,121277.78,False,False,1,GOLD,231.0,Seville
15738721,773.0,Spain,Male,41,9,102827.44,1,False,True,64595.25,False,False,5,DIAMOND,488.0,Seville
15693683,814.0,Germany,Male,29,8,97086.4,2,True,True,197276.13,False,False,2,GOLD,965.0,Hamburg
15604348,710.0,Spain,Male,22,8,0.0,2,False,False,99645.04,False,False,4,SILVER,289.0,Valencia
15633059,413.0,France,Male,34,9,0.0,2,False,False,6534.18,False,False,1,PLATINUM,449.0,Lyon
15808582,665.0,France,Female,40,6,0.0,1,True,True,161848.03,False,False,2,SILVER,651.0,Lyon
15743192,623.0,France,Female,44,6,0.0,2,False,False,167162.43,False,False,2,DIAMOND,520.0,Nice
15580146,738.0,France,Male,31,9,82674.15,1,True,False,41970.72,False,False,4,DIAMOND,234.0,Nice
15776605,528.0,Spain,Male,36,7,0.0,2,True,False,60536.56,False,False,5,SILVER,458.0,Valencia
15804919,670.0,Spain,Female,65,1,0.0,1,True,True,177655.68,True,True,2,GOLD,915.0,Bilbao
15613854,622.0,Spain,Female,46,4,107073.27,2,True,True,30984.59,True,True,3,GOLD,299.0,Seville
15599195,582.0,Germany,Male,32,1,88938.62,1,True,True,10054.53,False,False,4,GOLD,838.0,Frankfurt
15812878,785.0,Germany,Female,36,2,99806.85,1,False,True,36976.52,False,False,5,PLATINUM,786.0,Cologne
15602312,605.0,Spain,Male,33,5,150092.8,1,False,False,71862.79,False,False,3,DIAMOND,509.0,Valencia
15744689,479.0,Germany,Male,35,9,92833.89,1,True,False,99449.86,True,True,3,DIAMOND,328.0,Hamburg
15803526,685.0,Germany,Male,30,3,90536.81,1,False,True,63082.88,False,False,4,SILVER,347.0,Hamburg
15665790,538.0,Germany,Male,39,7,108055.1,2,True,False,27231.26,False,False,5,SILVER,534.0,Frankfurt
15715951,562.0,France,Male,42,2,100238.35,1,False,False,86797.41,False,False,5,PLATINUM,709.0,Toulouse
15591100,675.0,Spain,Male,36,9,106190.55,1,False,True,22994.32,False,False,4,SILVER,749.0,Madrid
15609618,721.0,Germany,Male,28,9,154475.54,2,False,True,101300.94,True,True,5,PLATINUM,541.0,Berlin
15675522,628.0,Germany,Female,30,9,132351.29,2,True,True,74169.13,False,False,2,GOLD,736.0,Berlin
15705512,668.0,Germany,Female,37,6,167864.4,1,True,False,115638.29,False,False,4,SILVER,529.0,Hamburg
15698028,506.0,France,Female,41,1,0.0,2,True,False,31766.3,False,False,4,GOLD,594.0,Lyon
15661670,524.0,Germany,Female,31,8,107818.63,1,True,False,199725.39,True,True,1,SILVER,462.0,Cologne
15600781,699.0,Germany,Male,34,4,185173.81,2,True,False,120834.48,False,False,3,PLATINUM,429.0,Frankfurt
15682472,828.0,France,Male,34,8,129433.34,2,False,False,38131.77,False,False,4,SILVER,370.0,Paris
15580203,674.0,Spain,Male,39,6,120193.42,1,False,False,100130.95,False,False,1,PLATINUM,510.0,Seville
15690673,656.0,France,Female,39,6,0.0,2,True,False,141069.88,False,False,4,DIAMOND,638.0,Toulouse
15760085,684.0,Germany,Female,48,10,126384.42,1,True,True,198129.36,False,False,1,GOLD,462.0,Frankfurt
15779659,625.0,France,Female,28,3,0.0,1,False,False,183646.41,False,False,4,GOLD,718.0,Toulouse
15627360,432.0,France,Male,42,9,152603.45,1,True,False,110265.24,True,True,3,DIAMOND,437.0,Nice
15671137,549.0,France,Female,52,1,0.0,1,False,True,8636.05,True,True,4,DIAMOND,485.0,Marseille
15782688,625.0,Germany,Male,56,0,148507.24,1,True,False,46824.08,True,True,3,PLATINUM,410.0,Frankfurt
15575492,828.0,France,Female,41,7,0.0,2,True,False,171378.77,False,False,2,PLATINUM,666.0,Paris
15591607,770.0,France,Male,24,9,101827.07,1,True,False,167256.35,False,False,4,GOLD,730.0,Paris
15740404,758.0,France,Female,34,3,0.0,2,True,True,124226.16,False,False,2,PLATINUM,375.0,Nice
15718369,795.0,Germany,Female,33,9,130862.43,1,True,True,114935.21,False,False,5,GOLD,411.0,Munich
15677871,687.0,France,Male,38,9,122570.87,1,True,True,35608.88,False,False,4,DIAMOND,595.0,Marseille
15642004,686.0,France,Male,25,1,0.0,2,False,True,16459.37,False,False,1,DIAMOND,578.0,Paris
15712543,789.0,Germany,Male,39,7,124828.46,2,True,True,124411.08,False,False,2,PLATINUM,377.0,Munich
15584518,589.0,Germany,Female,50,5,144895.05,2,True,True,34941.23,False,False,2,GOLD,831.0,Cologne
15802381,461.0,Germany,Female,34,5,63663.93,1,False,True,167784.28,False,False,1,SILVER,497.0,Hamburg
15610156,637.0,France,Male,40,2,133463.1,1,False,True,93165.34,False,False,1,PLATINUM,374.0,Toulouse
15594408,584.0,Spain,Female,48,2,213146.2,1,True,False,75161.25,True,False,4,DIAMOND,814.0,Madrid
15640905,579.0,Spain,Female,35,1,129490.36,2,False,True,8590.83,True,True,4,GOLD,247.0,Valencia
15698932,756.0,Germany,Male,44,10,137452.09,1,True,False,189543.9,False,False,5,PLATINUM,965.0,Frankfurt
15724944,663.0,France,Male,34,7,0.0,2,True,True,180427.24,False,False,3,SILVER,912.0,Lyon
15628145,682.0,France,Female,43,5,125851.93,1,True,True,193318.33,False,False,4,GOLD,462.0,Nice
15713483,793.0,Spain,Male,52,2,0.0,1,True,False,159123.82,True,True,5,GOLD,883.0,Madrid
15612350,691.0,France,Female,31,5,40915.55,1,True,False,126213.84,True,False,2,SILVER,402.0,Marseille
15800703,485.0,Spain,Female,21,5,113157.22,1,True,True,54141.5,False,False,4,GOLD,764.0,Bilbao
15705707,635.0,Spain,Female,29,8,138296.94,2,True,False,141075.51,False,False,1,PLATINUM,608.0,Bilbao
15754105,650.0,France,Male,37,5,106967.18,1,False,False,24495.03,False,False,5,PLATINUM,652.0,Lyon
15703264,735.0,France,Male,44,9,120681.63,1,True,False,74836.34,False,False,2,SILVER,520.0,Lyon
15794413,416.0,France,Male,32,0,0.0,2,False,True,878.87,False,False,5,GOLD,884.0,Marseille
15650237,754.0,Spain,Female,32,7,0.0,2,True,False,89520.75,False,False,1,SILVER,800.0,Barcelona
15759618,535.0,France,Female,48,9,0.0,1,True,False,149892.79,True,True,4,GOLD,697.0,Nice
15811589,716.0,Spain,Male,42,8,0.0,2,True,False,180800.42,False,False,2,SILVER,427.0,Bilbao
15689044,539.0,France,Male,37,2,127609.59,1,True,False,98646.22,False,False,1,DIAMOND,620.0,Paris
15709368,614.0,France,Female,43,6,0.0,2,True,True,109041.53,False,False,1,PLATINUM,318.0,Nice
15679145,706.0,Spain,Male,57,7,0.0,1,True,False,17941.16,True,True,1,GOLD,701.0,Valencia
15655007,758.0,France,Female,33,7,0.0,2,False,False,82996.47,False,False,4,PLATINUM,953.0,Toulouse
15623595,586.0,Spain,Female,28,2,0.0,2,True,True,92067.35,False,False,5,PLATINUM,635.0,Madrid
15589975,646.0,France,Female,73,6,97259.25,1,False,True,104719.66,False,False,1,PLATINUM,250.0,Paris
15804017,631.0,Germany,Female,33,4,123246.7,1,False,False,112687.57,False,False,3,SILVER,662.0,Munich
15692132,717.0,Spain,Female,22,6,101060.25,1,False,True,84699.56,False,False,2,GOLD,666.0,Valencia
15641122,684.0,France,Male,30,2,0.0,2,True,False,83473.82,False,False,4,DIAMOND,699.0,Lyon
15630910,800.0,France,Female,49,7,108007.36,1,False,False,47125.11,False,False,3,PLATINUM,855.0,Paris
15680772,721.0,Spain,Female,36,2,0.0,2,True,True,106977.8,False,False,5,SILVER,534.0,Barcelona
15658929,683.0,Spain,Male,29,0,133702.89,1,True,False,55582.54,True,True,1,PLATINUM,388.0,Bilbao
15585388,660.0,Germany,Male,31,9,125189.75,2,True,True,139874.43,False,False,5,GOLD,612.0,Berlin
15724623,704.0,Germany,Female,24,7,113034.22,1,True,False,162503.48,True,True,2,PLATINUM,801.0,Berlin
15588537,615.0,Spain,Female,41,9,109013.23,1,True,False,196499.96,False,False,1,PLATINUM,561.0,Seville
15574692,667.0,Spain,Female,39,2,0.0,2,True,False,40721.24,True,True,5,PLATINUM,308.0,Madrid
15611325,682.0,Germany,Male,24,9,57929.81,2,False,False,53134.3,False,False,5,SILVER,643.0,Frankfurt
15587562,484.0,France,Female,29,4,130114.39,1,True,False,164017.89,False,False,1,GOLD,249.0,Lyon
15613172,628.0,Germany,Male,27,5,95826.49,2,True,False,155996.96,False,True,2,SILVER,818.0,Hamburg
15651022,480.0,Germany,Male,44,10,129608.57,1,True,False,5472.7,True,True,1,GOLD,775.0,Cologne
15586310,578.0,France,Male,30,4,169462.09,1,True,False,112187.11,False,True,5,DIAMOND,872.0,Nice
15625524,512.0,France,Male,40,5,0.0,2,True,True,146457.83,False,False,3,DIAMOND,435.0,Lyon
15755209,484.0,Spain,Female,35,7,133868.21,1,True,True,27286.1,False,False,2,SILVER,415.0,Valencia
15645248,510.0,France,Female,30,0,0.0,2,True,True,130553.47,False,False,2,DIAMOND,430.0,Nice
15790355,606.0,Germany,Male,36,5,190479.48,2,False,False,179351.89,False,False,5,PLATINUM,929.0,Frankfurt
15762615,597.0,Spain,Female,40,8,101993.12,1,False,True,94774.12,False,False,5,SILVER,681.0,Seville
15625426,754.0,Germany,Female,55,3,161608.81,1,True,False,8080.85,True,True,4,GOLD,810.0,Hamburg
15716334,850.0,Spain,Female,45,2,122311.21,1,True,True,19482.5,False,False,5,GOLD,739.0,Bilbao
15789669,510.0,France,Male,65,2,0.0,2,True,True,48071.61,False,False,1,SILVER,280.0,Lyon
15621075,778.0,Germany,Female,45,1,162150.42,2,True,False,174531.27,False,False,2,DIAMOND,250.0,Munich
15810845,636.0,France,Male,42,2,0.0,2,True,True,55470.78,False,False,4,PLATINUM,991.0,Toulouse
15719377,804.0,France,Female,50,4,0.0,1,True,True,8546.87,True,True,2,GOLD,482.0,Marseille
15654506,514.0,France,Male,32,8,0.0,2,True,False,95857.18,False,False,4,PLATINUM,423.0,Toulouse
15771977,730.0,France,Female,39,1,99010.67,1,True,False,194945.8,False,False,5,GOLD,260.0,Nice
15708710,525.0,Spain,Female,37,0,0.0,1,False,True,131521.72,False,False,5,SILVER,642.0,Seville
15726676,616.0,Spain,Male,30,5,0.0,2,False,True,196108.51,False,False,4,PLATINUM,701.0,Madrid
15587421,687.0,Germany,Female,34,7,111388.18,2,True,False,148564.76,False,False,4,GOLD,570.0,Hamburg
15726931,715.0,France,Female,41,8,56214.85,2,False,False,92982.61,True,True,4,GOLD,790.0,Lyon
15771086,512.0,France,Female,36,3,84327.77,2,True,False,17675.36,False,False,5,PLATINUM,727.0,Paris
15756850,479.0,France,Male,40,1,0.0,2,False,False,114996.43,False,False,3,SILVER,909.0,Marseille
15702741,601.0,France,Male,32,8,93012.89,1,True,False,86957.42,False,False,2,GOLD,799.0,Paris
15679200,580.0,Spain,Male,29,9,61710.44,2,True,False,128077.8,False,False,1,DIAMOND,520.0,Bilbao
15594815,807.0,France,Male,35,3,174790.15,1,True,True,600.36,False,False,3,SILVER,861.0,Nice
15635905,616.0,Spain,Female,32,6,0.0,2,True,True,43001.46,False,False,5,GOLD,512.0,Barcelona
15777892,721.0,Germany,Male,37,3,107720.64,1,True,True,158591.12,False,False,1,PLATINUM,478.0,Frankfurt
15656176,501.0,France,Male,57,10,0.0,2,True,True,47847.19,False,False,5,PLATINUM,374.0,Lyon
15811127,521.0,France,Male,35,6,96423.84,1,True,False,10488.44,False,False,4,PLATINUM,280.0,Paris
15604482,850.0,Spain,Male,30,2,141040.01,1,True,True,5978.2,False,False,2,DIAMOND,615.0,Madrid
15622911,759.0,France,Male,42,4,105420.18,1,False,True,121409.06,False,False,3,GOLD,435.0,Paris
15600974,516.0,Spain,Male,50,5,0.0,1,False,True,146145.93,True,True,5,GOLD,509.0,Barcelona
15727868,711.0,France,Female,38,2,129022.06,2,True,True,14374.86,True,True,4,DIAMOND,321.0,Paris
15627801,512.0,Spain,Male,33,3,176666.62,1,True,False,94670.77,False,False,1,PLATINUM,726.0,Madrid
15773039,550.0,France,Male,37,3,0.0,1,True,True,179670.31,False,False,3,GOLD,516.0,Marseille
15755262,608.0,Spain,Female,41,3,89763.84,1,False,False,199304.74,True,True,3,PLATINUM,639.0,Madrid
15679531,618.0,France,Male,34,5,134954.53,1,True,True,151954.39,False,False,2,SILVER,512.0,Nice
15684181,643.0,France,Male,45,5,0.0,1,True,False,142513.5,True,True,3,GOLD,730.0,Lyon
15612087,671.0,France,Male,45,2,106376.85,1,False,True,158264.62,False,False,3,DIAMOND,244.0,Marseille
15752047,689.0,Germany,Male,33,2,161814.64,2,True,False,169381.9,False,False,3,PLATINUM,292.0,Cologne
15624592,603.0,France,Male,31,8,0.0,2,True,True,169915.02,False,False,3,GOLD,245.0,Lyon
15573152,620.0,France,Female,41,9,0.0,2,False,False,88852.47,False,False,3,DIAMOND,848.0,Nice
15594917,676.0,France,Female,34,1,63095.01,1,True,True,40645.81,False,False,3,SILVER,974.0,Lyon
15785542,572.0,Germany,Male,26,4,118287.01,2,False,False,60427.3,False,False,4,DIAMOND,958.0,Frankfurt
15723488,668.0,Germany,Male,47,7,106854.21,1,False,True,157959.02,True,True,3,GOLD,629.0,Frankfurt
15680920,695.0,France,Male,46,7,49512.55,1,True,False,133007.34,False,False,3,DIAMOND,310.0,Toulouse
15786308,730.0,Spain,Female,33,9,0.0,2,False,False,176576.62,False,False,1,SILVER,621.0,Barcelona
15659366,807.0,France,Male,43,1,105799.32,2,True,False,34888.04,True,True,4,DIAMOND,924.0,Toulouse
15774854,592.0,France,Male,54,8,0.0,1,True,True,28737.71,True,True,2,PLATINUM,359.0,Toulouse
15725311,726.0,France,Female,31,9,114722.05,2,True,True,98178.57,False,False,5,SILVER,811.0,Lyon
15787155,514.0,Spain,Male,30,7,0.0,1,False,True,125010.24,False,False,4,DIAMOND,583.0,Madrid
15727829,567.0,France,Male,42,2,0.0,2,True,True,167984.61,False,False,5,SILVER,959.0,Paris
15733247,850.0,France,Male,33,10,0.0,1,True,False,4861.72,True,True,1,SILVER,359.0,Toulouse
15568748,671.0,Germany,Male,45,6,99564.22,1,True,True,108872.45,True,True,3,PLATINUM,901.0,Munich
15699029,670.0,France,Male,37,4,170557.91,2,True,False,198252.88,False,False,5,GOLD,729.0,Toulouse
15774393,694.0,France,Female,30,9,0.0,2,True,True,26960.31,False,False,5,DIAMOND,829.0,Toulouse
15676895,547.0,Germany,Female,39,6,74596.15,3,True,True,85746.52,True,True,4,SILVER,790.0,Cologne
15637753,751.0,Germany,Male,50,2,96888.39,1,True,False,77206.25,True,True,2,DIAMOND,756.0,Berlin
15605461,594.0,Germany,Female,29,3,130830.22,1,True,False,61048.53,False,False,4,GOLD,873.0,Berlin
15808473,673.0,France,Male,72,1,0.0,2,False,True,111981.19,False,False,3,SILVER,865.0,Paris
15627000,610.0,France,Male,40,0,0.0,2,True,False,62232.6,False,False,5,GOLD,690.0,Toulouse
15787174,512.0,France,Female,37,1,0.0,2,False,True,156105.03,False,False,4,PLATINUM,722.0,Marseille
15723886,767.0,Germany,Male,20,3,119714.25,2,False,True,150135.38,False,False,4,DIAMOND,535.0,Berlin
15704769,585.0,France,Female,67,5,113978.97,2,False,True,93146.11,False,False,5,SILVER,580.0,Lyon
15772896,763.0,Germany,Male,42,6,100160.75,1,True,False,33462.94,True,True,3,GOLD,709.0,Hamburg
15711540,712.0,France,Female,29,2,0.0,1,True,True,144375.0,False,False,4,GOLD,930.0,Lyon
15764866,539.0,Germany,Female,43,3,116220.5,3,True,False,55803.96,True,True,4,DIAMOND,264.0,Frankfurt
15794056,668.0,France,Female,46,2,0.0,3,True,False,89048.46,True,True,1,DIAMOND,943.0,Toulouse
15795149,703.0,France,Male,28,2,81173.83,2,False,True,162812.16,False,False,2,PLATINUM,388.0,Lyon
15812009,662.0,Spain,Male,38,4,0.0,2,True,False,136259.65,False,False,5,GOLD,248.0,Seville
15651001,725.0,Germany,Female,39,5,116803.8,1,True,False,124052.97,False,False,2,GOLD,763.0,Hamburg
15813844,703.0,France,Male,37,8,105961.68,2,False,True,74158.8,False,False,1,DIAMOND,619.0,Marseille
15596175,659.0,Germany,Male,67,6,117411.6,1,True,True,45071.09,True,True,2,SILVER,815.0,Cologne
15576269,523.0,Spain,Male,34,7,0.0,2,True,False,62030.06,False,False,4,DIAMOND,566.0,Barcelona
15797219,635.0,France,Female,40,10,123497.58,1,True,False,131953.23,True,True,5,GOLD,774.0,Paris
15685500,772.0,Germany,Male,26,7,152400.51,2,True,False,79414.0,False,False,1,PLATINUM,695.0,Cologne
15599792,545.0,France,Female,26,1,0.0,2,True,True,199638.56,False,False,5,PLATINUM,902.0,Nice
15657566,634.0,Germany,Male,24,8,103097.85,1,True,True,157577.29,False,False,2,GOLD,532.0,Berlin
15772423,739.0,Germany,Male,54,8,126418.14,1,True,False,134420.75,True,True,2,DIAMOND,718.0,Berlin
15628112,771.0,Germany,Female,36,5,77846.9,1,False,False,99805.99,False,False,5,PLATINUM,895.0,Frankfurt
15753754,587.0,Spain,Female,34,1,0.0,2,True,True,97932.68,False,False,4,DIAMOND,749.0,Madrid
