CustomerId,Geography,County
18726540,Belgium,Bruges
18536113,Belgium,Ghent
18734761,Belgium,Brussels
18634473,Belgium,Antwerp
18759934,Belgium,Leuven
18770823,Belgium,Liège
18867895,Belgium,Ghent
18603128,Belgium,Antwerp
18815179,Belgium,Liège
18617736,Belgium,Bruges
18690389,Belgium,Bruges
18755815,Belgium,Liège
18691679,Belgium,Bruges
18703450,Belgium,Antwerp
18640532,Belgium,Ghent
18592101,Belgium,Antwerp
18815394,Belgium,Antwerp
18814019,Belgium,Liège
18809184,Belgium,Leuven
18639576,Belgium,Leuven
18681893,Belgium,Ghent
18680789,Belgium,Liège
18787914,Belgium,Leuven
18733234,Belgium,Bruges
18709592,Belgium,Leuven
18628890,Belgium,Bruges
18613391,Belgium,Ghent
18647905,Belgium,Antwerp
18662625,Belgium,Antwerp
18742734,Belgium,Leuven
18624533,Belgium,Bruges
18704785,Belgium,Brussels
18723209,Belgium,Brussels
18800905,Belgium,Brussels
18527774,Belgium,Antwerp
18578549,Belgium,Liège
18840188,Belgium,Antwerp
18666781,Belgium,Liège
18824823,Belgium,Bruges
18631613,Belgium,Leuven
18699890,Belgium,Brussels
18632935,Belgium,Bruges
18627963,Belgium,Bruges
18699219,Belgium,Leuven
18533814,Belgium,Bruges
18666632,Belgium,Leuven
18663856,Belgium,Ghent
18751837,Belgium,Leuven
18577750,Belgium,Brussels
18580287,Belgium,Liège
18601099,Belgium,Liège
18589755,Belgium,Brussels
18600721,Belgium,Liège
18767106,Belgium,Leuven
18591172,Belgium,Ghent
18698140,Belgium,Liège
18703025,Belgium,Ghent
18692235,Belgium,Brussels
18690381,Belgium,Ghent
18608288,Belgium,Bruges
18834560,Belgium,Antwerp
18600136,Belgium,Bruges
18585315,Belgium,Brussels
18697243,Belgium,Liège
18619327,Belgium,Liège
18693618,Belgium,Ghent
18738510,Belgium,Leuven
18710744,Belgium,Antwerp
18617067,Belgium,Leuven
18709200,Belgium,Brussels
18808281,Belgium,Liège
18651100,Belgium,Ghent
18654086,Belgium,Liège
18708974,Belgium,Leuven
18695157,Belgium,Leuven
18561477,Belgium,Antwerp
18601876,Belgium,Antwerp
18593053,Belgium,Ghent
18658360,Belgium,Antwerp
18671104,Belgium,Leuven
18799858,Belgium,Leuven
18675941,Belgium,Brussels
18624150,Belgium,Leuven
18749895,Belgium,Ghent
18660086,Belgium,Bruges
18816602,Belgium,Brussels
18595307,Belgium,Brussels
18694802,Belgium,Ghent
18728683,Belgium,Ghent
18653998,Belgium,Antwerp
18677871,Belgium,Brussels
18788236,Belgium,Antwerp
18704663,Belgium,Leuven
18695874,Belgium,Brussels
18615232,Belgium,Brussels
18787462,Belgium,Liège
18563952,Belgium,Bruges
18662644,Belgium,Brussels
18749901,Belgium,Leuven
18540744,Belgium,Antwerp
18631360,Belgium,Antwerp
18576314,Belgium,Liège
18709540,Belgium,Bruges
18521697,Belgium,Leuven
18644228,Belgium,Antwerp
18771962,Belgium,Ghent
18634455,Belgium,Leuven
18840702,Belgium,Leuven
18803352,Belgium,Bruges
18720663,Belgium,Antwerp
18583118,Belgium,Leuven
18690155,Belgium,Liège
18655918,Belgium,Liège
18742157,Belgium,Antwerp
18648438,Belgium,Liège
18623642,Belgium,Ghent
18662964,Belgium,Bruges
18807704,Belgium,Liège
18756520,Belgium,Liège
18869584,Belgium,Ghent
18873966,Belgium,Bruges
18745099,Belgium,Leuven
18636237,Belgium,Bruges
18652310,Belgium,Brussels
18658736,Belgium,Antwerp
18581488,Belgium,Antwerp
18650032,Belgium,Brussels
18784073,Belgium,Ghent
18658343,Belgium,Brussels
18763336,Belgium,Leuven
18565422,Belgium,Leuven
18686686,Belgium,Antwerp
18603918,Belgium,Leuven
18626527,Belgium,Antwerp
18788299,Belgium,Brussels
18830566,Belgium,Brussels
18651234,Belgium,Liège
18765062,Belgium,Liège
18597025,Belgium,Brussels
18702019,Belgium,Antwerp
18581547,Belgium,Brussels
18851897,Belgium,Brussels
18794043,Belgium,Ghent
18768753,Belgium,Brussels
18752196,Belgium,Leuven
18670409,Belgium,Antwerp
18756023,Belgium,Ghent
18804735,Belgium,Liège
18619955,Belgium,Bruges
18779811,Belgium,Antwerp
18661062,Belgium,Leuven
18686961,Belgium,Antwerp
18698226,Belgium,Liège
18614910,Belgium,Leuven
18693611,Belgium,Leuven
18651439,Belgium,Bruges
18689800,Belgium,Antwerp
18804198,Belgium,Bruges
18695217,Belgium,Bruges
18605648,Belgium,Antwerp
18655144,Belgium,Brussels
18652890,Belgium,Brussels
18689127,Belgium,Liège
18606092,Belgium,Bruges
18751513,Belgium,Ghent
18721788,Belgium,Bruges
18606582,Belgium,Bruges
18623015,Belgium,Bruges
18784938,Belgium,Liège
18719375,Belgium,Brussels
18784704,Belgium,Liège
18704806,Belgium,Liège
18796862,Belgium,Liège
18766210,Belgium,Brussels
18602226,Belgium,Brussels
18556088,Belgium,Bruges
18566852,Belgium,Liège
18911336,Belgium,Ghent
18786862,Belgium,Brussels
18734977,Belgium,Antwerp
18671069,Belgium,Antwerp
18785168,Belgium,Antwerp
18721255,Belgium,Leuven
18659879,Belgium,Bruges
18672255,Belgium,Antwerp
18612831,Belgium,Bruges
18731783,Belgium,Antwerp
18662963,Belgium,Ghent
18694319,Belgium,Bruges
18769472,Belgium,Antwerp
18763820,Belgium,Brussels
18598933,Belgium,Bruges
18711029,Belgium,Leuven
18630264,Belgium,Brussels
18714361,Belgium,Brussels
18795403,Belgium,Liège
18760925,Belgium,Leuven
18558745,Belgium,Brussels
18759898,Belgium,Brussels
18618377,Belgium,Antwerp
18634715,Belgium,Antwerp
18831944,Belgium,Bruges
18632983,Belgium,Bruges
18746055,Belgium,Bruges
18635168,Belgium,Antwerp
18761831,Belgium,Bruges
18727428,Belgium,Brussels
18771201,Belgium,Antwerp
18612692,Belgium,Bruges
18783019,Belgium,Brussels
18643933,Belgium,Bruges
18808005,Belgium,Ghent
18802566,Belgium,Bruges
18784580,Belgium,Ghent
18633164,Belgium,Bruges
18638290,Belgium,Liège
18660578,Belgium,Liège
18735393,Belgium,Leuven
18728380,Belgium,Liège
18649256,Belgium,Liège
18745472,Belgium,Bruges
18656548,Belgium,Antwerp
18646995,Belgium,Antwerp
18594356,Belgium,Ghent
18669056,Belgium,Antwerp
18683205,Belgium,Brussels
18629151,Belgium,Leuven
18787312,Belgium,Liège
18733854,Belgium,Leuven
18801712,Belgium,Brussels
18577065,Belgium,Liège
18549334,Belgium,Ghent
18668752,Belgium,Brussels
18782591,Belgium,Brussels
18710378,Belgium,Leuven
18736464,Belgium,Bruges
18691762,Belgium,Leuven
18603547,Belgium,Leuven
18568455,Belgium,Antwerp
18797029,Belgium,Brussels
18759449,Belgium,Leuven
18747222,Belgium,Brussels
18851675,Belgium,Antwerp
18743167,Belgium,Brussels
18594813,Belgium,Leuven
18640606,Belgium,Brussels
18622098,Belgium,Liège
18652273,Belgium,Antwerp
18650968,Belgium,Bruges
18679880,Belgium,Brussels
18736269,Belgium,Leuven
18630021,Belgium,Antwerp
18682167,Belgium,Leuven
18774868,Belgium,Leuven
18582096,Belgium,Brussels
18724985,Belgium,Leuven
18758136,Belgium,Brussels
18558271,Belgium,Bruges
18711923,Belgium,Liège
18751237,Belgium,Leuven
18570041,Belgium,Leuven
18637453,Belgium,Leuven
18676072,Belgium,Ghent
18584061,Belgium,Ghent
18865489,Belgium,Antwerp
18733010,Belgium,Liège
18704931,Belgium,Liège
18623373,Belgium,Ghent
18672803,Belgium,Antwerp
18641727,Belgium,Ghent
18775498,Belgium,Bruges
18774423,Belgium,Antwerp
18775165,Belgium,Liège
18557114,Belgium,Liège
18574849,Belgium,Ghent
18700546,Belgium,Bruges
18774204,Belgium,Ghent
18664332,Belgium,Brussels
18809146,Belgium,Brussels
18756276,Belgium,Bruges
18598719,Belgium,Leuven
18778556,Belgium,Leuven
18579434,Belgium,Brussels
18692275,Belgium,Brussels
18674535,Belgium,Leuven
18810098,Belgium,Antwerp
18760309,Belgium,Leuven
18683873,Belgium,Ghent
18844913,Belgium,Antwerp
18648856,Belgium,Ghent
18567712,Belgium,Brussels
18680000,Belgium,Antwerp
18564296,Belgium,Ghent
18790630,Belgium,Ghent
18720738,Belgium,Antwerp
18724965,Belgium,Bruges
18752960,Belgium,Leuven
18562999,Belgium,Liège
18754075,Belgium,Ghent
18732769,Belgium,Leuven
18775871,Belgium,Liège
18548647,Belgium,Leuven
18704186,Belgium,Brussels
18678697,Belgium,Liège
18669344,Belgium,Leuven
18664066,Belgium,Ghent
18657944,Belgium,Liège
18726397,Belgium,Brussels
18734366,Belgium,Antwerp
18596737,Belgium,Ghent
18622166,Belgium,Brussels
18737142,Belgium,Brussels
18718142,Belgium,Liège
18643810,Belgium,Leuven
18814616,Belgium,Antwerp
18699593,Belgium,Ghent
18630849,Belgium,Ghent
18565121,Belgium,Leuven
18683005,Belgium,Antwerp
18651035,Belgium,Liège
18576964,Belgium,Ghent
18635793,Belgium,Antwerp
18677459,Belgium,Liège
18620346,Belgium,Liège
18655442,Belgium,Ghent
18661347,Belgium,Leuven
18661497,Belgium,Bruges
18731038,Belgium,Ghent
18616142,Belgium,Brussels
18773903,Belgium,Brussels
18527991,Belgium,Liège
18723422,Belgium,Bruges
18580711,Belgium,Ghent
18681347,Belgium,Brussels
18582114,Belgium,Brussels
18691191,Belgium,Ghent
18690629,Belgium,Antwerp
18784032,Belgium,Liège
18806013,Belgium,Ghent
18580937,Belgium,Antwerp
18768977,Belgium,Liège
18727290,Belgium,Bruges
18669650,Belgium,Leuven
18552777,Belgium,Liège
18704776,Belgium,Bruges
18570793,Belgium,Leuven
18598320,Belgium,Brussels
18802036,Belgium,Brussels
18746115,Belgium,Brussels
18522196,Belgium,Liège
18748573,Belgium,Antwerp
18636080,Belgium,Leuven
18778023,Belgium,Brussels
18624199,Belgium,Ghent
18703787,Belgium,Leuven
18652049,Belgium,Leuven
18695033,Belgium,Antwerp
18795105,Belgium,Bruges
18675074,Belgium,Antwerp
18786478,Belgium,Brussels
18652158,Belgium,Ghent
18647750,Belgium,Ghent
18660248,Belgium,Brussels
18769918,Belgium,Ghent
18653672,Belgium,Antwerp
18631259,Belgium,Liège
18750772,Belgium,Antwerp
18696786,Belgium,Liège
18663431,Belgium,Brussels
18662095,Belgium,Ghent
18731390,Belgium,Leuven
18677629,Belgium,Bruges
18516267,Belgium,Leuven
18784179,Belgium,Liège
18662082,Belgium,Antwerp
18783067,Belgium,Antwerp
18688208,Belgium,Antwerp
18747736,Belgium,Antwerp
18656322,Belgium,Bruges
18638774,Belgium,Brussels
18669521,Belgium,Antwerp
18662579,Belgium,Liège
18675331,Belgium,Ghent
18693894,Belgium,Bruges
18621326,Belgium,Liège
18605072,Belgium,Liège
18697129,Belgium,Antwerp
18609623,Belgium,Ghent
18603421,Belgium,Antwerp
18635534,Belgium,Liège
18593561,Belgium,Brussels
18699533,Belgium,Bruges
18712942,Belgium,Brussels
18612181,Belgium,Bruges
18600529,Belgium,Antwerp
18581167,Belgium,Antwerp
18553263,Belgium,Bruges
18673845,Belgium,Ghent
18556568,Belgium,Ghent
18748350,Belgium,Antwerp
18741019,Belgium,Antwerp
18572389,Belgium,Brussels
18668541,Belgium,Liège
18784877,Belgium,Antwerp
18571252,Belgium,Bruges
18700018,Belgium,Ghent
18818829,Belgium,Ghent
18738234,Belgium,Brussels
18732957,Belgium,Ghent
18752458,Belgium,Ghent
18769957,Belgium,Liège
18774411,Belgium,Leuven
18784700,Belgium,Bruges
18687522,Belgium,Liège
18594233,Belgium,Leuven
18664965,Belgium,Ghent
18696127,Belgium,Brussels
18718127,Belgium,Brussels
18705342,Belgium,Ghent
18734495,Belgium,Antwerp
18703607,Belgium,Leuven
18719914,Belgium,Ghent
18585575,Belgium,Brussels
18732362,Belgium,Brussels
18631326,Belgium,Leuven
18707552,Belgium,Bruges
18751546,Belgium,Ghent
18650711,Belgium,Liège
18687445,Belgium,Ghent
18688630,Belgium,Bruges
18808792,Belgium,Leuven
18765964,Belgium,Leuven
18617177,Belgium,Brussels
18671506,Belgium,Bruges
18611574,Belgium,Leuven
18613120,Belgium,Antwerp
18694886,Belgium,Ghent
18637693,Belgium,Brussels
18606177,Belgium,Liège
18678498,Belgium,Bruges
18840658,Belgium,Brussels
18608049,Belgium,Leuven
18644081,Belgium,Leuven
18725777,Belgium,Liège
18723320,Belgium,Liège
18723130,Belgium,Liège
18609475,Belgium,Liège
18684653,Belgium,Liège
18747002,Belgium,Antwerp
18748108,Belgium,Ghent
18728659,Belgium,Bruges
18642191,Belgium,Brussels
18811051,Belgium,Liège
18751961,Belgium,Ghent
18667770,Belgium,Leuven
18730571,Belgium,Ghent
18864296,Belgium,Liège
18704907,Belgium,Brussels
18740216,Belgium,Liège
18642019,Belgium,Ghent
18625182,Belgium,Leuven
18766297,Belgium,Ghent
18587861,Belgium,Liège
18698598,Belgium,Bruges
18502632,Belgium,Ghent
18671687,Belgium,Bruges
18633101,Belgium,Liège
18669633,Belgium,Ghent
18735108,Belgium,Leuven
18655670,Belgium,Antwerp
18781168,Belgium,Antwerp
18765983,Belgium,Bruges
18545891,Belgium,Liège
18593762,Belgium,Bruges
18606006,Belgium,Liège
18652794,Belgium,Liège
18683775,Belgium,Antwerp
18774327,Belgium,Leuven
18636718,Belgium,Leuven
18608538,Belgium,Ghent
18741390,Belgium,Bruges
18712291,Belgium,Leuven
18698261,Belgium,Brussels
18671436,Belgium,Ghent
18670229,Belgium,Ghent
18823346,Belgium,Antwerp
18572584,Belgium,Bruges
18846398,Belgium,Leuven
18611106,Belgium,Leuven
18677898,Belgium,Liège
18766245,Belgium,Ghent
18843138,Belgium,Bruges
18665542,Belgium,Bruges
18716092,Belgium,Bruges
18608934,Belgium,Liège
18734143,Belgium,Antwerp
18815089,Belgium,Leuven
18719432,Belgium,Bruges
18594048,Belgium,Liège
18692501,Belgium,Antwerp
18621566,Belgium,Liège
18582185,Belgium,Brussels
18493903,Belgium,Ghent
18797099,Belgium,Leuven
18643412,Belgium,Liège
18798266,Belgium,Liège
18607897,Belgium,Leuven
18690970,Belgium,Ghent
18806579,Belgium,Brussels
18682010,Belgium,Antwerp
18671549,Belgium,Liège
18742278,Belgium,Ghent
18753808,Belgium,Antwerp
18618764,Belgium,Antwerp
18600328,Belgium,Antwerp
18764939,Belgium,Brussels
18767826,Belgium,Brussels
18594073,Belgium,Antwerp
18633462,Belgium,Bruges
18569808,Belgium,Leuven
18692263,Belgium,Brussels
18571730,Belgium,Bruges
18585438,Belgium,Bruges
18639597,Belgium,Liège
18683350,Belgium,Leuven
18621964,Belgium,Antwerp
18726118,Belgium,Liège
18603230,Belgium,Liège
18655571,Belgium,Bruges
18551196,Belgium,Bruges
18784239,Belgium,Bruges
18775476,Belgium,Antwerp
18670567,Belgium,Antwerp
18715602,Belgium,Liège
18631410,Belgium,Liège
18817718,Belgium,Brussels
18795534,Belgium,Brussels
18762492,Belgium,Bruges
18818425,Belgium,Antwerp
18661289,Belgium,Antwerp
18771293,Belgium,Liège
18729446,Belgium,Leuven
18697971,Belgium,Bruges
18651431,Belgium,Brussels
18579188,Belgium,Leuven
18818717,Belgium,Antwerp
18558822,Belgium,Brussels
18782258,Belgium,Bruges
18742887,Belgium,Antwerp
18630371,Belgium,Bruges
18745280,Belgium,Liège
18677810,Belgium,Leuven
18752876,Belgium,Leuven
18800849,Belgium,Leuven
18738466,Belgium,Ghent
18603783,Belgium,Bruges
18670316,Belgium,Leuven
18740872,Belgium,Liège
18662547,Belgium,Leuven
18558555,Belgium,Bruges
18599928,Belgium,Leuven
18617910,Belgium,Bruges
18646391,Belgium,Antwerp
18716116,Belgium,Liège
18792227,Belgium,Bruges
18723081,Belgium,Bruges
18749663,Belgium,Ghent
18683495,Belgium,Antwerp
18612481,Belgium,Liège
18713721,Belgium,Ghent
18748304,Belgium,Leuven
18728146,Belgium,Bruges
18636334,Belgium,Liège
18624583,Belgium,Antwerp
18677560,Belgium,Ghent
18696663,Belgium,Bruges
18643161,Belgium,Brussels
18710328,Belgium,Liège
18603901,Belgium,Ghent
18597845,Belgium,Antwerp
18620858,Belgium,Ghent
18679531,Belgium,Ghent
18665105,Belgium,Ghent
18582044,Belgium,Leuven
18678902,Belgium,Brussels
18638802,Belgium,Antwerp
18769347,Belgium,Antwerp
18707686,Belgium,Antwerp
18608571,Belgium,Bruges
18609989,Belgium,Liège
18726241,Belgium,Antwerp
18770510,Belgium,Liège
18751263,Belgium,Antwerp
18740508,Belgium,Brussels
18672149,Belgium,Bruges
18731632,Belgium,Bruges
18728590,Belgium,Ghent
18781303,Belgium,Leuven
18732419,Belgium,Bruges
18846200,Belgium,Bruges
18630247,Belgium,Brussels
18623680,Belgium,Antwerp
18671250,Belgium,Bruges
18611625,Belgium,Bruges
18574202,Belgium,Leuven
18742657,Belgium,Liège
18843630,Belgium,Brussels
18708492,Belgium,Leuven
18591913,Belgium,Bruges
18779709,Belgium,Bruges
18696389,Belgium,Brussels
18809867,Belgium,Ghent
18673230,Belgium,Ghent
18600317,Belgium,Bruges
18659132,Belgium,Bruges
18765534,Belgium,Leuven
18758157,Belgium,Liège
18806192,Belgium,Liège
18778078,Belgium,Leuven
18599702,Belgium,Leuven
18754262,Belgium,Antwerp
18702269,Belgium,Bruges
18766806,Belgium,Antwerp
18797096,Belgium,Ghent
18749184,Belgium,Bruges
18781205,Belgium,Bruges
18755437,Belgium,Brussels
18618915,Belgium,Bruges
18627483,Belgium,Ghent
18814806,Belgium,Liège
18677473,Belgium,Liège
18723027,Belgium,Bruges
18730736,Belgium,Liège
18645668,Belgium,Antwerp
18764195,Belgium,Bruges
18601521,Belgium,Antwerp
18691515,Belgium,Leuven
18782306,Belgium,Leuven
18649485,Belgium,Brussels
18710928,Belgium,Bruges
18666080,Belgium,Leuven
18653127,Belgium,Leuven
18676946,Belgium,Liège
18751356,Belgium,Brussels
18679591,Belgium,Brussels
18697598,Belgium,Liège
18791176,Belgium,Bruges
18625515,Belgium,Antwerp
18678189,Belgium,Bruges
18594149,Belgium,Antwerp
18731305,Belgium,Brussels
18700287,Belgium,Ghent
18725255,Belgium,Bruges
18684660,Belgium,Ghent
18613161,Belgium,Antwerp
18685956,Belgium,Bruges
18664252,Belgium,Ghent
18600553,Belgium,Ghent
18598598,Belgium,Bruges
18706032,Belgium,Ghent
18762220,Belgium,Bruges
18637627,Belgium,Ghent
18689065,Belgium,Brussels
18800543,Belgium,Bruges
18588931,Belgium,Brussels
18625354,Belgium,Liège
18769980,Belgium,Leuven
18620582,Belgium,Brussels
18826385,Belgium,Ghent
18833278,Belgium,Antwerp
18544391,Belgium,Liège
18736550,Belgium,Brussels
18592377,Belgium,Liège
18640304,Belgium,Brussels
18634008,Belgium,Brussels
18614309,Belgium,Antwerp
18605953,Belgium,Antwerp
18683117,Belgium,Brussels
18587762,Belgium,Leuven
18632837,Belgium,Antwerp
18687890,Belgium,Antwerp
18642337,Belgium,Antwerp
18711679,Belgium,Bruges
18584123,Belgium,Liège
18746293,Belgium,Brussels
18587173,Belgium,Leuven
18788713,Belgium,Antwerp
18745336,Belgium,Bruges
18688165,Belgium,Liège
18743751,Belgium,Ghent
18623588,Belgium,Ghent
18537906,Belgium,Antwerp
18656636,Belgium,Leuven
18672630,Belgium,Leuven
18683136,Belgium,Liège
18767501,Belgium,Liège
18795637,Belgium,Brussels
18759413,Belgium,Antwerp
18620478,Belgium,Ghent
18757919,Belgium,Brussels
18640098,Belgium,Leuven
18577925,Belgium,Brussels
18847445,Belgium,Ghent
18751608,Belgium,Leuven
18640597,Belgium,Liège
18682645,Belgium,Bruges
18789133,Belgium,Bruges
18612463,Belgium,Liège
18763294,Belgium,Antwerp
18662570,Belgium,Brussels
18579613,Belgium,Leuven
18766689,Belgium,Liège
18746242,Belgium,Liège
18604167,Belgium,Antwerp
18609274,Belgium,Brussels
18731706,Belgium,Liège
18620114,Belgium,Ghent
18752907,Belgium,Liège
18747174,Belgium,Leuven
18650879,Belgium,Brussels
18653334,Belgium,Leuven
18545821,Belgium,Brussels
18628874,Belgium,Ghent
18712669,Belgium,Leuven
18627786,Belgium,Bruges
18670702,Belgium,Liège
18772136,Belgium,Ghent
18759462,Belgium,Brussels
18635348,Belgium,Leuven
18704558,Belgium,Liège
18619937,Belgium,Ghent
18799580,Belgium,Brussels
18735546,Belgium,Bruges
18579491,Belgium,Bruges
18738803,Belgium,Brussels
18572152,Belgium,Bruges
18661439,Belgium,Liège
18827301,Belgium,Bruges
18585188,Belgium,Liège
18654044,Belgium,Antwerp
18580831,Belgium,Bruges
18534836,Belgium,Antwerp
18570451,Belgium,Liège
18585095,Belgium,Leuven
18797844,Belgium,Liège
18708261,Belgium,Ghent
18574375,Belgium,Leuven
18656341,Belgium,Leuven
18676835,Belgium,Bruges
18778543,Belgium,Bruges
18751241,Belgium,Bruges
18784077,Belgium,Liège
18798421,Belgium,Leuven
18725259,Belgium,Ghent
18646847,Belgium,Ghent
18833660,Belgium,Antwerp
18657318,Belgium,Brussels
18582842,Belgium,Ghent
18523992,Belgium,Bruges
18762890,Belgium,Antwerp
18682703,Belgium,Bruges
18776705,Belgium,Leuven
18627892,Belgium,Leuven
18723729,Belgium,Liège
18682101,Belgium,Bruges
18701400,Belgium,Ghent
18603381,Belgium,Brussels
18783954,Belgium,Bruges
18660047,Belgium,Ghent
18631623,Belgium,Antwerp
18689144,Belgium,Bruges
18594282,Belgium,Antwerp
18770956,Belgium,Ghent
